filename,center_x,center_y,radius_x,radius_y
IMG_4166 LE MOD NPDR WITH DME_frame_707.png,901.0,1115.0,512.0,504.0
IMG_4167 LE MOD NPDR DME_frame_1134.png,879.0,1087.0,515.0,523.0
IMG_4170 RE SEV NPDR_frame_323.png,879.0,1098.0,431.0,427.0
IMG_4174 RE SEV NPDR_frame_1283.png,896.0,1076.0,433.0,428.0
IMG_4419 RE MILD NPDR_frame_1054.png,954.0,1055.0,390.0,392.0
IMG_4445 RE MOD NPDR WITH DME_frame_1377.png,892.0,1023.0,394.0,393.0
R001L_frame_182.png,969.0,1128.0,587.0,577.0
R002L_frame_18.png,668.0,808.0,508.0,511.0
R003R_frame_158.png,935.0,1006.0,416.0,414.0
R004L_frame_16.png,663.0,715.0,514.0,504.0
R005L_frame_465.png,941.0,843.0,531.0,530.0
R006L_frame_117.png,913.0,1008.0,534.0,525.0
R007R_frame_337.png,903.0,1001.0,540.0,529.0
R008R2_frame_488.png,941.0,1001.0,382.0,390.0
R008R3_frame_1466.png,961.0,991.0,381.0,386.0
R008R_frame_1368.png,991.0,980.0,381.0,377.0
R009L_frame_1962.png,926.0,1003.0,450.0,448.0
R010R_frame_303.png,898.0,1021.0,388.0,386.0
R011L_frame_2763.png,913.0,954.0,392.0,395.0
R011R_frame_1908.png,995.0,980.0,388.0,390.0
R012L2_frame_387.png,877.0,963.0,431.0,438.0
R012L3_frame_3026.png,907.0,888.0,450.0,440.0
R012L_frame_197.png,886.0,971.0,443.0,446.0
R014L_frame_361.png,954.0,1006.0,478.0,476.0
R014R_frame_329.png,933.0,982.0,478.0,482.0
R015L2_frame_898.png,894.0,967.0,489.0,484.0
R015L_frame_659.png,978.0,950.0,476.0,487.0
R016R_frame_112.png,946.0,1008.0,483.0,485.0
R017R2_frame_1073.png,948.0,1029.0,380.0,379.0
R017R3_frame_1032.png,1012.0,1008.0,375.0,371.0
R017R_frame_320.png,997.0,1003.0,377.0,379.0
R018L_frame_1406.png,896.0,952.0,420.0,420.0
R018R2_frame_1315.png,933.0,965.0,414.0,414.0
R018R_frame_454.png,943.0,943.0,405.0,420.0
R020L2_frame_1859.png,858.0,976.0,354.0,356.0
R020L_frame_241.png,877.0,948.0,347.0,360.0
R020R_frame_1309.png,877.0,1001.0,352.0,347.0
R021R_frame_21.png,948.0,956.0,293.0,287.0
R022L_frame_1142.png,886.0,928.0,439.0,445.0
R022R_frame_1158.png,976.0,937.0,446.0,444.0
R023L2_frame_804.png,924.0,939.0,439.0,437.0
R023L_frame_375.png,890.0,954.0,431.0,435.0
R023R_frame_832.png,954.0,988.0,433.0,433.0
R024R_frame_709.png,952.0,982.0,431.0,431.0
R025R_frame_30.png,933.0,1138.0,398.0,403.0
R026L2_frame_2346.png,883.0,935.0,453.0,452.0
R026L_frame_393.png,851.0,969.0,446.0,452.0
R026R_frame_1267.png,963.0,1031.0,440.0,437.0
R027L_frame_1897.png,890.0,984.0,461.0,463.0
R027R_frame_2763.png,1006.0,1012.0,453.0,465.0
R028L_frame_1087.png,817.0,958.0,448.0,452.0
R028R2_frame_726.png,898.0,1010.0,457.0,457.0
R028R_frame_351.png,898.0,984.0,457.0,452.0
R029L2_frame_1473.png,875.0,993.0,418.0,420.0
R029L_frame_23.png,838.0,991.0,427.0,414.0
R030L_frame_154.png,967.0,1001.0,435.0,433.0
R030R_frame_3136.png,1029.0,1038.0,437.0,448.0
R031L_frame_143.png,1016.0,1001.0,441.0,450.0
R031R_frame_2173.png,1029.0,950.0,450.0,452.0
R032L_frame_589.png,982.0,988.0,435.0,448.0
R033L_frame_571.png,862.0,948.0,394.0,384.0
R033R2_frame_1000.png,939.0,993.0,486.0,483.0
R033R_frame_216.png,937.0,986.0,403.0,394.0
R034L2_frame_859.png,911.0,984.0,412.0,405.0
R034L3_frame_1517.png,937.0,995.0,407.0,418.0
R034L_frame_27.png,931.0,988.0,412.0,400.0
R034R2_frame_688.png,958.0,997.0,415.0,416.0
R034R_frame_568.png,971.0,995.0,411.0,412.0
R035L_frame_1245.png,875.0,961.0,454.0,463.0
R035R_frame_1210.png,943.0,980.0,459.0,448.0
R036L_frame_1965.png,988.0,1055.0,448.0,459.0
R036R2_frame_468.png,909.0,1102.0,452.0,450.0
R036R3_frame_162.png,941.0,1085.0,446.0,444.0
R036R_frame_1137.png,937.0,1093.0,444.0,443.0
R037L_frame_1042.png,911.0,1104.0,431.0,431.0
R037R2_frame_921.png,911.0,1038.0,423.0,423.0
R037R_frame_1292.png,933.0,1108.0,426.0,435.0
R038L_frame_1266.png,875.0,1074.0,388.0,388.0
R038R_frame_1400.png,931,1074,403,396
R040L_frame_1595.png,873,1001,411,420
R040R2_frame_1780.png,873,978,409,418
R040R_frame_201.png,888,982,407,412
R041L_frame_1546.png,838,961,399,396
R041R2_frame_768.png,892,982,409,401
R041R_frame_161.png,871,978,400,403
R042L_frame_1314.png,875,995,390,395
R042R_frame_991.png,924,980,345,352
R043R_frame_1270.png,781,924,381,384
R044R_frame_2102.png,913,980,369,377
R045L_frame_2013.png,888,986,377,379
R045R_frame_1743.png,903,950,371,375
R046L_frame_907.png,821,971,397,403
R046R_frame_162.png,873,976,403,397
R047L_frame_1109.png,871,995,426,429
R047R2_frame_714.png,928,1018,431,426
R047R3_frame_301.png,943,1023,429,433
R047R_frame_1683.png,933,926,478,480
R049L2_frame_43.png,787,890,392,399
R049L3_frame_1379.png,907,943,392,392
R049L_frame_58.png,879,969,399,392
R049R_frame_917.png,907,984,397,386
R050L_frame_986.png,796,999,448,441
R050R_frame_553.png,954,1033,371,373
R051L_frame_1820.png,798,1016,461,452
R052L_frame_1368.png,933,1038,425,418
R052R_frame_1558.png,961,1055,414,422
R053R_frame_136.png,918,986,431,418
R054L_frame_266.png,892,991,416,416
R054R_frame_1805.png,918,1001,418,420
R055L_frame_503.png,995,1087,395,403
R056L_frame_1711.png,984,1061,424,413
R056R_frame_980.png,918,1051,425,416
R057L_frame_1207.png,976,1063,461,452
R057R_frame_1883.png,976,1083,459,435
R058L2_frame_811.png,866,995,418,416
R058L_frame_596.png,853,1008,378,365
R058R2_frame_1216.png,954,986,386,388
R058R3_frame_1832.png,924,978,431,438
R058R_frame_1303.png,1048,1098,450,440
R059L_frame_1318.png,841,1012,471,474
R059R_frame_1760.png,958,999,465,463
R060L_frame_975.png,836,971,468,467
R060R_frame_1045.png,916,1006,467,466
R061R_frame_269.png,860,1066,429,418
R062R_frame_1054.png,958,1059,388,392
R063L_frame_1181.png,1033,1093,475,460
R064R_frame_1377.png,883,1025,390,388
R065L_frame_2009.png,836,1001,491,486
R066R_frame_1472.png,875,976,452,440
R067L_frame_2266.png,819,986,452,443
R068L_frame_2890.png,849,988,455,450
R068R_frame_1528.png,879,982,446,448
R069R_frame_561.png,918,1006,398,406
B005L_frame_3616.png,935.0,1042.0,401.0,399.0
B005R_frame_1807.png,971.0,1089.0,581.0,568.0
C002R_frame_2052.png,980.0,913.0,435.0,435.0
C004L_frame_1719.png,971.0,868.0,407.0,385.0
C004R_frame_2044.png,980.0,888.0,392.0,386.0
C005L_frame_2599.png,993.0,926.0,416.0,396.0
C005R_frame_1640.png,1048.0,943.0,406.0,394.0
C006R_frame_3907.png,980.0,903.0,392.0,397.0
C007L_frame_2632.png,980.0,952.0,455.0,467.0
C007R_frame_2410.png,995.0,954.0,461.0,429.0
C008L_frame_2301.png,991.0,952.0,411.0,409.0
C008R_frame_2324.png,1016.0,933.0,393.0,388.0
C009L_frame_2419.png,984.0,952.0,403.0,394.0
C009R_frame_1844.png,980.0,958.0,396.0,400.0
C012L_frame_2122.png,1008.0,958.0,394.0,398.0
C012R_frame_2706.png,1001.0,941.0,412.0,394.0
C013R_frame_2284.png,971.0,984.0,470.0,454.0
C014L_frame_1596.png,1025.0,997.0,476.0,472.0
C020R_frame_1978.png,993.0,935.0,396.0,403.0
C021L_frame_1809.png,973.0,905.0,397.0,397.0
C021R_frame_1560.png,976.0,901.0,388.0,395.0
D001L_frame_1210.png,982.0,946.0,407.0,406.0
D001R_frame_1166.png,978.0,969.0,405.0,399.0
D002L_frame_855.png,976.0,931.0,393.0,395.0
D002R_frame_936.png,991.0,931.0,427.0,393.0
D004L_frame_700.png,976.0,911.0,410.0,381.0
D005L_frame_569.png,969.0,969.0,401.0,381.0
D005R_frame_707.png,980.0,971.0,401.0,401.0
D006L_frame_827.png,963.0,982.0,384.0,401.0
D006R_frame_1509.png,982.0,1006.0,384.0,399.0
D008L_frame_829.png,969.0,952.0,397.0,397.0
D008R_frame_583.png,978.0,911.0,405.0,396.0
D009L_frame_1438.png,978.0,943.0,393.0,411.0
D009R_frame_1703.png,973.0,948.0,405.0,405.0
D010L_frame_1563.png,962.0,945.0,409.0,394.0
D011L_frame_1330.png,978.0,931.0,412.0,382.0
D011R_frame_1108.png,980.0,950.0,388.0,401.0
D012L_frame_847.png,973.0,933.0,405.0,384.0
D012R_frame_1437.png,982.0,937.0,405.0,379.0
D013L_frame_1059.png,956.0,950.0,411.0,384.0
D013R_frame_958.png,969.0,935.0,396.0,380.0
D014L_frame_954.png,965.0,941.0,392.0,392.0
D014R_frame_979.png,980.0,931.0,380.0,367.0
D015L_frame_1292.png,978.0,946.0,408.0,401.0
D015R_frame_800.png,976.0,943.0,384.0,381.0
D016L_frame_884.png,984.0,952.0,399.0,390.0
D016R_frame_1004.png,995.0,950.0,388.0,392.0
D017L_frame_493.png,1006.0,941.0,386.0,407.0
D018L_frame_991.png,973.0,971.0,396.0,403.0
D018R_frame_1241.png,986.0,973.0,411.0,405.0
D019L_frame_2353.png,995.0,913.0,390.0,392.0
D019R_frame_2222.png,995.0,926.0,397.0,394.0
D020L_frame_1148.png,988.0,933.0,418.0,397.0
D020R_frame_1343.png,988.0,937.0,383.0,388.0
D021L_frame_1232.png,982.0,937.0,397.0,394.0
D021R_frame_2512.png,988.0,950.0,403.0,392.0
E001L_frame_1053.png,954.0,948.0,414.0,397.0
E002L_frame_2555.png,984.0,958.0,414.0,400.0
E002R_frame_2286.png,986.0,950.0,407.0,397.0
E003L_frame_1341.png,973.0,937.0,394.0,409.0
E004L_frame_864.png,973.0,948.0,497.0,483.0
E005L_frame_939.png,973.0,956.0,398.0,396.0
E005R_frame_2642.png,967.0,909.0,652.0,630.0
E006L_frame_1712.png,982.0,931.0,403.0,401.0
E007L_frame_1461.png,973.0,920.0,475.0,465.0
F009L_frame_1049.png,980.0,943.0,397.0,403.0
F009R_frame_1149.png,986.0,943.0,403.0,398.0
F011L_frame_1468.png,999.0,916.0,510.0,517.0
F013L_frame_2827.png,978.0,931.0,399.0,403.0
F014L_frame_1282.png,988.0,931.0,392.0,391.0
F015L_frame_1293.png,980.0,950.0,405.0,407.0
F016L_frame_727.png,976.0,924.0,409.0,407.0
G001L_frame_1843.png,1006.0,952.0,453.0,454.0
G001R_frame_1939.png,1008.0,958.0,431.0,441.0
G002L_frame_2239.png,997.0,956.0,386.0,398.0
G002R_frame_1094.png,1010.0,963.0,396.0,399.0
G003L_frame_665.png,988.0,946.0,390.0,386.0
G003R_frame_764.png,1001.0,946.0,405.0,403.0
G004R_frame_1724.png,997.0,939.0,401.0,399.0
G006L_frame_1162.png,1016.0,935.0,403.0,390.0
G006R_frame_1571.png,1010.0,969.0,403.0,403.0
G007L_frame_1527.png,988.0,948.0,408.0,405.0
G007R_frame_2200.png,1012.0,948.0,397.0,393.0
G008L_frame_1156.png,980.0,950.0,397.0,401.0
G009L_frame_1046.png,1001.0,956.0,411.0,431.0
G010L_frame_3648.png,973.0,980.0,409.0,401.0
G013R_frame_1822.png,988.0,905.0,533.0,538.0
H001L_frame_1165.png,963.0,937.0,515.0,495.0
H001R_frame_776.png,971.0,937.0,499.0,497.0
H002L_frame_1331.png,952.0,933.0,474.0,463.0
H002R_frame_994.png,965.0,939.0,448.0,476.0
H004L_frame_1267.png,980.0,973.0,384.0,388.0
H004R_frame_1158.png,971.0,950.0,401.0,392.0
H005L_frame_1224.png,973.0,973.0,396.0,396.0
H005R_frame_651.png,973.0,958.0,383.0,400.0
H007L_frame_1608.png,973.0,924.0,482.0,471.0
H007R_frame_1182.png,971.0,943.0,470.0,469.0
H008L_frame_1621.png,963.0,935.0,388.0,395.0
H008R_frame_1430.png,969.0,928.0,390.0,392.0
H009L_frame_528.png,963.0,935.0,397.0,397.0
H009R_frame_748.png,980.0,916.0,399.0,399.0
I001L_frame_1389.png,1012.0,931.0,394.0,395.0
I001R_frame_1929.png,995.0,931.0,409.0,403.0
I002L_frame_2228.png,976.0,950.0,409.0,403.0
I002R_frame_902.png,1003.0,946.0,396.0,403.0
I003L_frame_896.png,991.0,939.0,407.0,399.0
I003R_frame_1248.png,999.0,941.0,407.0,403.0
I004L_frame_1390.png,980.0,926.0,407.0,405.0
I004R_frame_1797.png,982.0,941.0,414.0,403.0
I006L_frame_1297.png,1006.0,924.0,410.0,394.0
I006R_frame_1388.png,984.0,924.0,405.0,403.0
I007R_frame_2175.png,978.0,935.0,394.0,392.0
I008L_frame_1049.png,971.0,935.0,401.0,412.0
I008R_frame_2410.png,973.0,954.0,403.0,392.0
I009L_frame_989.png,986.0,935.0,392.0,390.0
I009R_frame_623.png,995.0,920.0,399.0,403.0
I010L_frame_1046.png,980,928,407,396
I011L_frame_2225.png,967,939,397,394
I011R_frame_1789.png,997,931,384,393
I012L_frame_762.png,986,967,386,401
I012R_frame_755.png,997,956,394,401
I013L_frame_769.png,976,901,399,384
I013R_frame_1041.png,993,905,393,390
I014L_frame_1666.png,986,948,398,399
I014R_frame_1831.png,997,961,397,406
I015L_frame_881.png,980,984,394,411
I015R_frame_1292.png,1008,958,414,407
I016L_frame_1771.png,973,928,401,400
I016R_frame_2093.png,993,918,412,393
I017L_frame_1471.png,973,926,388,381
I017R_frame_2257.png,988,935,396,401
I019L_frame_1130.png,982,916,394,406
I019R_frame_1262.png,982,911,399,394
I021L_frame_2291.png,1001,948,403,393
I021R_frame_3634.png,991,941,384,394
I023L_frame_1411.png,978,954,407,401
I023R_frame_2688.png,1008,946,390,391
J001L_frame_1765.png,980,954,397,403
J001R_frame_2033.png,971,954,408,403
J002L_frame_1613.png,997,946,397,399
J002R_frame_3687.png,976,958,392,396
J003L_frame_1404.png,999,965,395,403
J003R_frame_1768.png,1001,965,405,401
J004L_frame_1749.png,991,954,393,399
J004R_frame_1783.png,991,948,403,395
J005L_frame_1638.png,999,963,394,397
J005R_frame_1612.png,1031,958,416,394
J006L_frame_1251.png,999,961,392,401
J006R_frame_2443.png,1003,969,394,396
K007L_frame_2443.png,984,956,403,396
K007R_frame_1180.png,995,943,394,400
K008L_frame_2012.png,988,956,405,396
K008R_frame_2013.png,997,958,394,403
K009L_frame_937.png,1014,958,403,400
K009R_frame_545.png,1014,958,394,396
K010L_frame_3354.png,980,954,392,399
K011L_frame_1059.png,993,946,403,403
K011R_frame_1483.png,1001,941,396,398
K012L_frame_1135.png,980,956,403,394
K012R_frame_1460.png,980,952,403,397
K013L_frame_1846.png,995,982,407,397
K013R_frame_1061.png,1016,993,401,405
K014L_frame_2647.png,1001,961,403,401
K015L_frame_1594.png,993,948,397,401
K015R_frame_1095.png,984,950,392,405
K016L_frame_1980.png,1008,946,396,399
K017L_frame_1879.png,995,941,401,394
K017R_frame_1431.png,993,943,390,396
K018L_frame_519.png,1003,988,392,409
K018R_frame_615.png,1001,993,403,414
K019L_frame_1742.png,986,958,401,394
K019R_frame_874.png,999,952,399,397
K020L_frame_786.png,988,961,390,403
K020R_frame_1028.png,973,946,396,395
K021L_frame_755.png,1018,997,398,407
K021R_frame_696.png,1010,1021,388,401
K022L_frame_1507.png,1001,935,396,401
K022R_frame_2504.png,1003,943,401,396
K023L_frame_1525.png,1012,946,392,391
K023R_frame_1001.png,999,961,399,406
K024L_frame_506.png,1044,954,549,549
K024R_frame_821.png,1031,950,555,547
M001L_frame_2563.png,982,935,397,392
M001R_frame_6539.png,991,935,399,392
M002R_frame_1868.png,1003,999,415,399
M003L_frame_4028.png,980,943,395,392
M003R_frame_3407.png,988,956,390,409
M004L_frame_4821.png,1006,937,393,399
M004R_frame_3377.png,1006,943,401,398
M005L_frame_4257.png,1008,948,390,395
M005R_frame_5586.png,967,948,424,408
M006L_frame_2565.png,999,952,399,394
M006R_frame_2601.png,988,958,401,394
M007L_frame_2702.png,1014,973,395,394
M007R_frame_2646.png,991,961,403,395
M008L_frame_2161.png,995,939,407,401
M008R_frame_2472.png,986,941,399,394
M009L_frame_1462.png,1003,961,401,406
M009R_frame_1726.png,1003,967,406,392
M010L_frame_2553.png,984,941,403,398
M010R_frame_3249.png,997,952,399,397
M011L_frame_2414.png,997,956,399,392
M011R_frame_1533.png,982,935,405,395
M012L_frame_6572.png,1006,948,403,403
M012R_frame_2843.png,988,935,406,395
M013L_frame_3328.png,980,937,405,392
M013R_frame_5446.png,1003,939,406,396
M014R_frame_1784.png,1006,952,403,407
M015L_frame_2227.png,993,950,403,403
M015R_frame_1534.png,988,937,412,397
M016L_frame_1493.png,1025,1036,564,560
M016R_frame_1444.png,1021,1044,562,559
M017L_frame_1323.png,1010,1042,547,559
M017R_frame_2337.png,1036,1040,545,547
M018L_frame_1248.png,1001,954,408,403
M018R_frame_1150.png,1018,952,401,399
M019L_frame_1353.png,1033,1036,512,502
M019R_frame_1641.png,995,1036,510,513
M020L_frame_723.png,1003,952,418,401
M020R_frame_1616.png,1014,952,396,405
M021L_frame_1557.png,1010,950,407,403
M021R_frame_1033.png,999,952,399,399
M022L_frame_3287.png,1010,939,397,401
M022R_frame_2224.png,1012,941,399,398
M023L_frame_2946.png,991,941,407,394
M023R_frame_3025.png,988,943,401,398
N001L_frame_1658.png,1010,976,407,403
N001R_frame_1457.png,993,984,413,403
N002L_frame_1113.png,1010,961,401,401
N002R_frame_1612.png,1006,948,396,399
N003L_frame_2274.png,997,973,407,394
N003R_frame_2139.png,999,973,405,400
N004L_frame_1816.png,984,943,414,405
N004R_frame_1179.png,984,954,411,405
N005L_frame_976.png,967,920,407,405
N005R_frame_1179.png,982,924,412,405
N006L_frame_1150.png,991,943,421,409
N006R_frame_1796.png,1001,933,407,412
N007L_frame_1262.png,993,948,405,410
N007R_frame_742.png,982,952,397,397
N008L_frame_1302.png,995,939,403,396
N008R_frame_1568.png,1014,943,403,411
N009L_frame_1917.png,1042,937,407,401
N009R_frame_981.png,1029,943,386,400
N010L_frame_1248.png,1023,933,401,403
N010R_frame_1490.png,1003,937,401,397
N011L_frame_1174.png,993,952,401,409
N011R_frame_1258.png,1006,946,422,410
N012L_frame_1047.png,1014,946,397,401
N012R_frame_778.png,1016,943,390,415
N013L_frame_1168.png,1003,948,400,412
N013R_frame_1735.png,1014,937,401,401
N014L_frame_959.png,1012,946,412,401
N014R_frame_787.png,1012,946,403,408
N015L_frame_645.png,1006,956,409,401
N015R_frame_1053.png,1016,952,410,412
N016L_frame_4983.png,963,937,401,422
N016R_frame_1587.png,1001,946,408,410
N018L_frame_2044.png,967,948,416,405
N018R_frame_2058.png,973,952,418,405
N019L_frame_1250.png,980,943,405,411
N019R_frame_1104.png,986,935,411,403
N020L_frame_917.png,984,916,405,397
N020R_frame_911.png,967,916,412,412
P001L_frame_3181.png,988,1023,407,405
P001R_frame_3229.png,973,1025,396,403
P002L_frame_1773.png,1008,1018,403,409
P002R_frame_1013.png,1023,1003,405,403
P003L_frame_2018.png,993,935,403,407
P003R_frame_1526.png,986,939,410,401
P004L_frame_1057.png,999,973,405,403
P004R_frame_815.png,999,958,403,411
P006L_frame_1389.png,997,943,407,407
P006R_frame_1443.png,1021,950,414,405
P007L_frame_2634.png,991,941,397,411
P007R_frame_5152.png,986,933,407,399
P008L_frame_1184.png,1008,1021,405,406
P008R_frame_1008.png,1014,1012,414,405
P009L_frame_1343.png,1023,935,398,405
P009R_frame_1331.png,1006,928,413,400
P010L_frame_2264.png,1010,941,410,403
P010R_frame_1340.png,1021,954,401,407
P011L_frame_1368.png,988,888,409,418
P011R_frame_1328.png,1014,888,414,410
P012L_frame_708.png,1010,948,403,408
P012R_frame_635.png,1016,946,403,399
P013L_frame_887.png,1033,1006,410,414
P013R_frame_1017.png,1031,995,413,401
P014L_frame_1578.png,999,946,411,412
P014R_frame_1229.png,999,950,390,405
P015L_frame_1141.png,986,950,405,395
P015R_frame_787.png,1018,948,408,412
P016L_frame_3498.png,993,961,418,399
P017L_frame_1544.png,1016,969,412,411
P017R_frame_2194.png,1012,943,392,405
P018L_frame_1833.png,1006,943,413,407
P018R_frame_688.png,1025,943,392,400
P019L_frame_1848.png,1016,958,411,405
P019R_frame_1765.png,1010,956,399,405
P020L_frame_1252.png,1008,967,408,409
P020R_frame_1153.png,1006,952,401,414
P021L_frame_815.png,1029,954,396,396
P021R_frame_675.png,1021,950,408,410
P022L_frame_1240.png,1003,965,416,407
P022R_frame_1055.png,1008,965,395,414
P023L_frame_1714.png,1023,956,412,405
P024L_frame_1887.png,967,943,412,420
P025L_frame_1053.png,995,933,401,401
P025R_frame_1013.png,1014,935,407,405
P027L_frame_1150.png,1014,993,409,412
P027R_frame_1122.png,1018,986,396,392
P028L_frame_1735.png,1025,939,397,407
P028R_frame_1117.png,1021,954,412,409
P029L_frame_1977.png,993,928,405,400
P030L_frame_2113.png,1016,943,409,407
P030R_frame_2292.png,988,943,411,411
P032L_frame_1534.png,1010,961,405,410
P032R_frame_1162.png,1021,980,399,412
P033L_frame_1718.png,1008,946,405,408
P033R_frame_1866.png,991,952,406,412
P034L_frame_825.png,1016,933,399,395
P034R_frame_720.png,1018,948,418,410
P035L_frame_1610.png,999,950,412,405
P035R_frame_1821.png,999,954,420,414
P037L_frame_1483.png,1010,941,418,422
P037R_frame_2092.png,993,939,398,414
P040L_frame_1308.png,1012,948,424,405
P040R_frame_937.png,1012,948,390,410
P041L_frame_904.png,991,967,397,416
P041R_frame_1138.png,1003,954,403,405
P043L_frame_1590.png,1014,952,412,405
P043R_frame_1134.png,1025,952,399,401
P045L_frame_1278.png,1014,956,396,409
P045R_frame_2803.png,1012,937,405,401
P048L_frame_2231.png,1006,952,403,418
P048R_frame_1794.png,1010,946,407,410
P049R_frame_645.png,986,946,441,408
Q001L_frame_1994.png,946,920,367,360
Q001R_frame_2167.png,881,926,427,424
Q002L_frame_2665.png,922,965,375,369
Q002R_frame_1225.png,941,907,369,371
